,R_fighter,B_fighter,gender,weight_class,year,R_age,B_age,R_Stance,B_Stance,R_Weight_lbs,B_Weight_lbs,R_Reach_cms,B_Reach_cms,R_wins,B_wins,R_losses,B_losses,R_draw,B_draw,R_current_win_streak,B_current_win_streak,R_current_lose_streak,B_current_lose_streak,R_longest_win_streak,B_longest_win_streak,Winner
3246,Mike Massenzio,Karlos Vemola,Men's,Middleweight,2012,29.0,26.0,Southpaw,Orthodox,185.0,185.0,185.42,190.5,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Blue
3247,Jon Jones,Rashad Evans,Men's,Light Heavyweight,2012,24.0,32.0,Orthodox,Orthodox,205.0,205.0,213.36,190.5,9.0,12.0,1.0,2.0,0.0,0.0,6.0,4.0,0.0,0.0,6.0,5.0,Red
3248,Rory MacDonald,Che Mills,Men's,Welterweight,2012,22.0,29.0,Orthodox,Orthodox,170.0,170.0,193.04,193.04,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,Red
3249,Brendan Schaub,Ben Rothwell,Men's,Heavyweight,2012,29.0,30.0,Orthodox,Orthodox,245.0,265.0,198.12,198.12,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,Blue
3250,Miguel Torres,Michael McDonald,Men's,Bantamweight,2012,31.0,21.0,Orthodox,Orthodox,135.0,135.0,193.04,177.8,2.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,Blue
3252,Mark Bocek,John Alessio,Men's,Lightweight,2012,30.0,32.0,Orthodox,Orthodox,155.0,155.0,190.5,182.88,6.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,Red
3253,Travis Browne,Chad Griggs,Men's,Heavyweight,2012,29.0,33.0,Orthodox,Orthodox,255.0,205.0,200.66,185.42,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,Red
3254,Matt Brown,Stephen Thompson,Men's,Welterweight,2012,31.0,29.0,Orthodox,Orthodox,170.0,170.0,190.5,190.5,6.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,Red
3255,John Makdessi,Anthony Njokuani,Men's,Lightweight,2012,26.0,32.0,Orthodox,Orthodox,155.0,155.0,172.72,190.5,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,Blue
3256,Mac Danzig,Efrain Escudero,Men's,Lightweight,2012,32.0,26.0,Orthodox,Orthodox,155.0,155.0,177.8,177.8,4.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,Red
3257,Keith Wisniewski,Chris Clements,Men's,Welterweight,2012,30.0,36.0,Orthodox,Orthodox,170.0,170.0,190.5,177.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Blue
3258,Marcus Brimage,Maximo Blanco,Men's,Featherweight,2012,27.0,28.0,Southpaw,Orthodox,135.0,145.0,180.34,180.34,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Red
3259,Alexander Gustafsson,Thiago Silva,Men's,Light Heavyweight,2012,25.0,29.0,Orthodox,Orthodox,205.0,205.0,200.66,187.96,5.0,5.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,4.0,Red
3260,Brian Stann,Alessio Sakara,Men's,Middleweight,2012,31.0,30.0,Orthodox,Orthodox,205.0,185.0,187.96,182.88,5.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,Red
3261,Paulo Thiago,Siyar Bahadurzada,Men's,Welterweight,2012,31.0,27.0,Orthodox,Orthodox,170.0,170.0,185.42,185.42,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,Blue
3262,Dennis Siver,Diego Nunes,Men's,Featherweight,2012,33.0,29.0,Orthodox,Orthodox,145.0,145.0,177.8,170.18,8.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,Red
3263,DaMarques Johnson,John Maguire,Men's,Welterweight,2012,29.0,28.0,Orthodox,Southpaw,170.0,155.0,190.5,175.26,4.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,Blue
3264,Brad Pickett,Damacio Page,Men's,Bantamweight,2012,33.0,29.0,Orthodox,Orthodox,135.0,135.0,172.72,167.64,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Red
3265,Papy Abedi,James Head,Men's,Welterweight,2012,33.0,28.0,Southpaw,Orthodox,185.0,170.0,187.96,185.42,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Blue
3266,Cyrille Diabate,Tom DeBlass,Men's,Light Heavyweight,2012,38.0,29.0,Southpaw,Orthodox,205.0,185.0,205.74,190.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Red
3267,Francis Carmont,Magnus Cedenblad,Men's,Middleweight,2012,30.0,30.0,Orthodox,Orthodox,205.0,185.0,198.12,200.66,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Red
3269,Simeon Thoresen,Besam Yousef,Men's,Welterweight,2012,28.0,27.0,Orthodox,Orthodox,170.0,170.0,200.66,180.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red
3271,Thiago Alves,Martin Kampmann,Men's,Welterweight,2012,28.0,29.0,Orthodox,Orthodox,170.0,170.0,177.8,182.88,11.0,9.0,5.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,4.0,Blue
3273,Demetrious Johnson,Ian McCall,Men's,Flyweight,2012,25.0,27.0,Orthodox,Orthodox,125.0,125.0,167.64,162.56,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,Draw
3274,Court McGee,Costas Philippou,Men's,Middleweight,2012,27.0,32.0,Orthodox,Orthodox,170.0,185.0,190.5,185.42,3.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,Blue
3275,James Te Huna,Aaron Rosa,Men's,Light Heavyweight,2012,30.0,28.0,Orthodox,Orthodox,185.0,205.0,190.5,198.12,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
3276,Anthony Perosh,Nick Penner,Men's,Light Heavyweight,2012,39.0,31.0,Orthodox,Southpaw,205.0,205.0,190.5,195.58,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,Red
3277,Cole Miller,Steven Siler,Men's,Featherweight,2012,27.0,25.0,Orthodox,Orthodox,145.0,145.0,187.96,177.8,7.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,Blue
3278,Kyle Noke,Andrew Craig,Men's,Middleweight,2012,31.0,26.0,Southpaw,Orthodox,170.0,170.0,193.04,193.04,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,Blue
3279,TJ Waldburger,Jake Hecht,Men's,Welterweight,2012,23.0,28.0,Orthodox,Orthodox,170.0,170.0,190.5,193.04,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
3280,Mackens Semerzier,Daniel Pineda,Men's,Featherweight,2012,31.0,26.0,Orthodox,Orthodox,145.0,145.0,182.88,175.26,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,Blue
3281,Oli Thompson,Shawn Jordan,Men's,Heavyweight,2012,32.0,27.0,Orthodox,Southpaw,242.0,260.0,190.5,190.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue
3282,Frankie Edgar,Benson Henderson,Men's,Lightweight,2012,30.0,28.0,Orthodox,Southpaw,145.0,170.0,172.72,177.8,9.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,3.0,Blue
3283,Rampage Jackson,Ryan Bader,Men's,Light Heavyweight,2012,33.0,28.0,Orthodox,Orthodox,205.0,205.0,185.42,187.96,7.0,6.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,Blue
3284,Mark Hunt,Cheick Kongo,Men's,Heavyweight,2012,37.0,36.0,Orthodox,Orthodox,265.0,240.0,182.88,208.28,2.0,10.0,1.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,Red
3285,Yoshihiro Akiyama,Jake Shields,Men's,Welterweight,2012,36.0,33.0,Orthodox,Orthodox,170.0,170.0,185.42,182.88,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,Blue
3286,Yushin Okami,Tim Boetsch,Men's,Middleweight,2012,30.0,31.0,Southpaw,Orthodox,170.0,185.0,190.5,187.96,10.0,5.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,2.0,Blue
3287,Hatsu Hioki,Bart Palaszewski,Men's,Featherweight,2012,28.0,28.0,Orthodox,Orthodox,145.0,145.0,177.8,177.8,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
3288,Anthony Pettis,Joe Lauzon,Men's,Lightweight,2012,25.0,27.0,Orthodox,Orthodox,170.0,155.0,182.88,180.34,1.0,8.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,Red
3290,Norifumi Yamamoto,Vaughan Lee,Men's,Bantamweight,2012,34.0,29.0,Southpaw,Orthodox,135.0,125.0,167.64,167.64,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,Blue
3291,Riki Fukuda,Steve Cantwell,Men's,Middleweight,2012,31.0,25.0,Southpaw,Orthodox,185.0,185.0,185.42,190.5,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,Red
3292,Takeya Mizugaki,Chris Cariaso,Men's,Bantamweight,2012,28.0,30.0,Orthodox,Southpaw,135.0,125.0,172.72,160.02,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Blue
3293,Tiequan Zhang,Issei Tamura,Men's,Featherweight,2012,33.0,27.0,Orthodox,Orthodox,155.0,135.0,177.8,160.02,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Blue
3294,Diego Sanchez,Jake Ellenberger,Men's,Welterweight,2012,30.0,26.0,Southpaw,Orthodox,170.0,170.0,182.88,180.34,12.0,5.0,4.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,6.0,5.0,Blue
3295,Stefan Struve,Dave Herman,Men's,Heavyweight,2012,23.0,27.0,Orthodox,Orthodox,265.0,242.0,213.36,193.04,6.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,Red
3296,Aaron Simpson,Ronny Markes,Men's,Middleweight,2012,37.0,23.0,Orthodox,Orthodox,170.0,185.0,185.42,190.5,6.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,Blue
3297,Stipe Miocic,Philip De Fries,Men's,Heavyweight,2012,29.0,25.0,Orthodox,Orthodox,240.0,250.0,203.2,208.28,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
3298,TJ Dillashaw,Walel Watson,Men's,Bantamweight,2012,26.0,27.0,Orthodox,Orthodox,125.0,135.0,170.18,175.26,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Red
3300,Jonathan Brookins,Vagner Rocha,Men's,Featherweight,2012,26.0,29.0,Southpaw,Orthodox,145.0,155.0,185.42,185.42,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,Red
3301,Anton Kuivanen,Justin Salas,Men's,Lightweight,2012,27.0,29.0,Orthodox,Southpaw,155.0,155.0,182.88,177.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue
3302,Tim Means,Bernardo Magalhaes,Men's,Lightweight,2012,27.0,30.0,Orthodox,Orthodox,170.0,155.0,190.5,165.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red
3303,Nick Diaz,Carlos Condit,Men's,Welterweight,2012,28.0,27.0,Southpaw,Orthodox,185.0,170.0,193.04,190.5,7.0,4.0,4.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,4.0,Blue
3304,Roy Nelson,Fabricio Werdum,Men's,Heavyweight,2012,35.0,34.0,Orthodox,Orthodox,263.0,231.0,182.88,195.58,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,Blue
3305,Josh Koscheck,Mike Pierce,Men's,Welterweight,2012,34.0,31.0,Orthodox,Orthodox,170.0,170.0,185.42,177.8,14.0,5.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,3.0,Red
3306,Renan Barao,Scott Jorgensen,Men's,Bantamweight,2012,25.0,29.0,Orthodox,Orthodox,135.0,135.0,177.8,167.64,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,Red
3307,Ed Herman,Clifford Starks,Men's,Middleweight,2012,31.0,30.0,Orthodox,Orthodox,205.0,185.0,195.58,195.58,6.0,1.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,Red
3308,Dustin Poirier,Max Holloway,Men's,Featherweight,2012,23.0,20.0,Southpaw,Orthodox,155.0,155.0,182.88,175.26,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,Red
3309,Alex Caceres,Edwin Figueroa,Men's,Bantamweight,2012,23.0,27.0,Southpaw,Orthodox,145.0,135.0,185.42,175.26,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Blue
3310,Matt Brown,Chris Cope,Men's,Welterweight,2012,31.0,28.0,Orthodox,Orthodox,170.0,170.0,190.5,182.88,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,Red
3311,Matthew Riddle,Henry Martinez,Men's,Welterweight,2012,26.0,28.0,Southpaw,Southpaw,170.0,155.0,187.96,172.72,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,Red
3312,Rafael Natal,Michael Kuiper,Men's,Middleweight,2012,29.0,22.0,Orthodox,Orthodox,185.0,185.0,193.04,185.42,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Red
3314,Rashad Evans,Phil Davis,Men's,Light Heavyweight,2012,32.0,27.0,Orthodox,Orthodox,205.0,205.0,190.5,200.66,11.0,5.0,2.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,5.0,5.0,Red
3315,Chael Sonnen,Michael Bisping,Men's,Middleweight,2012,34.0,32.0,Southpaw,Orthodox,205.0,185.0,187.96,190.5,5.0,12.0,4.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,4.0,Red
3316,Demian Maia,Chris Weidman,Men's,Middleweight,2012,34.0,27.0,Southpaw,Orthodox,170.0,185.0,182.88,198.12,9.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,3.0,Blue
3317,Evan Dunham,Nik Lentz,Men's,Lightweight,2012,30.0,27.0,Southpaw,Orthodox,155.0,155.0,177.8,172.72,5.0,5.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,Red
3319,Cub Swanson,George Roop,Men's,Featherweight,2012,28.0,30.0,Orthodox,Orthodox,145.0,135.0,177.8,182.88,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Red
3321,Michael Johnson,Shane Roller,Men's,Lightweight,2012,25.0,32.0,Southpaw,Orthodox,145.0,155.0,185.42,182.88,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,Red
3322,Joey Beltran,Lavar Johnson,Men's,Heavyweight,2012,30.0,34.0,Orthodox,Orthodox,185.0,240.0,190.5,208.28,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,Blue
3323,Chris Camozzi,Dustin Jacoby,Men's,Middleweight,2012,25.0,23.0,Orthodox,Orthodox,185.0,185.0,193.04,198.12,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,Red
3324,Melvin Guillard,Jim Miller,Men's,Lightweight,2012,28.0,28.0,Orthodox,Southpaw,155.0,155.0,172.72,180.34,10.0,9.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,Blue
3325,Duane Ludwig,Josh Neer,Men's,Welterweight,2012,33.0,28.0,Orthodox,Orthodox,170.0,170.0,177.8,182.88,4.0,5.0,2.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,Blue
3326,Mike Easton,Jared Papazian,Men's,Bantamweight,2012,27.0,23.0,Southpaw,Southpaw,135.0,135.0,177.8,170.18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Red
3327,Pat Barry,Christian Morecraft,Men's,Heavyweight,2012,32.0,25.0,Orthodox,Orthodox,235.0,260.0,187.96,205.74,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,Red
3328,Jorge Rivera,Eric Schafer,Men's,Middleweight,2012,39.0,34.0,Orthodox,Orthodox,185.0,185.0,185.42,190.5,7.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,Red
3329,Kamal Shalorus,Khabib Nurmagomedov,Men's,Lightweight,2012,39.0,23.0,Orthodox,Orthodox,155.0,155.0,172.72,177.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Blue
3330,Charlie Brenneman,Daniel Roberts,Men's,Welterweight,2012,30.0,31.0,Orthodox,Southpaw,155.0,170.0,182.88,187.96,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,Red
3331,Fabricio Camoes,Tommy Hayden,Men's,Lightweight,2012,33.0,25.0,Orthodox,Southpaw,155.0,145.0,185.42,182.88,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Red
3332,Daniel Pineda,Pat Schilling,Men's,Featherweight,2012,26.0,23.0,Orthodox,Orthodox,145.0,145.0,175.26,175.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red
3334,Jose Aldo,Chad Mendes,Men's,Featherweight,2012,25.0,26.0,Orthodox,Orthodox,145.0,145.0,177.8,167.64,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,Red
3335,Vitor Belfort,Anthony Johnson,Men's,Middleweight,2012,34.0,27.0,Southpaw,Orthodox,185.0,205.0,187.96,198.12,9.0,7.0,5.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,Red
3336,Rousimar Palhares,Mike Massenzio,Men's,Middleweight,2012,31.0,29.0,Orthodox,Southpaw,170.0,185.0,180.34,185.42,6.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,Red
3337,Erick Silva,Carlo Prater,Men's,Welterweight,2012,27.0,30.0,Orthodox,Switch,170.0,155.0,187.96,182.88,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Blue
3338,Edson Barboza,Terry Etim,Men's,Lightweight,2012,25.0,26.0,Orthodox,Orthodox,155.0,155.0,190.5,185.42,3.0,6.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,4.0,Red
3339,Thiago Tavares,Sam Stout,Men's,Lightweight,2012,27.0,27.0,Orthodox,Orthodox,145.0,155.0,172.72,177.8,6.0,6.0,5.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,Red
3340,Gabriel Gonzaga,Ednaldo Oliveira,Men's,Heavyweight,2012,32.0,27.0,Orthodox,Orthodox,242.0,205.0,193.04,200.66,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,Red
3341,Iuri Alcantara,Michihiro Omigawa,Men's,Featherweight,2012,31.0,36.0,Southpaw,Orthodox,135.0,145.0,180.34,172.72,1.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
3342,Ricardo Funch,Mike Pyle,Men's,Welterweight,2012,31.0,36.0,Southpaw,Orthodox,170.0,170.0,193.04,187.96,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,Blue
3343,Felipe Arantes,Antonio Carvalho,Men's,Featherweight,2012,23.0,32.0,Orthodox,Orthodox,135.0,145.0,185.42,172.72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Red
3344,Brock Lesnar,Alistair Overeem,Men's,Heavyweight,2011,34.0,31.0,Orthodox,Orthodox,265.0,265.0,205.74,203.2,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,Blue
3345,Nate Diaz,Donald Cerrone,Men's,Lightweight,2011,26.0,28.0,Southpaw,Orthodox,170.0,155.0,193.04,185.42,9.0,4.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,4.0,Red
3346,Jon Fitch,Johny Hendricks,Men's,Welterweight,2011,33.0,28.0,Orthodox,Southpaw,170.0,185.0,193.04,175.26,13.0,6.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,4.0,Blue
3347,Vladimir Matyushenko,Alexander Gustafsson,Men's,Light Heavyweight,2011,40.0,24.0,Orthodox,Orthodox,205.0,205.0,187.96,200.66,7.0,4.0,3.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,Blue
3348,Nam Phan,Jimy Hettes,Men's,Featherweight,2011,28.0,24.0,Orthodox,Southpaw,135.0,145.0,177.8,180.34,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Blue
3349,Ross Pearson,Junior Assuncao,Men's,Featherweight,2011,27.0,30.0,Orthodox,Orthodox,155.0,145.0,175.26,182.88,4.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,Red
3350,Anthony Njokuani,Danny Castillo,Men's,Lightweight,2011,31.0,32.0,Orthodox,Orthodox,155.0,155.0,190.5,180.34,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Blue
3351,Dong Hyun Kim,Sean Pierson,Men's,Welterweight,2011,30.0,35.0,Southpaw,Southpaw,170.0,170.0,193.04,193.04,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,Red
3352,Jacob Volkmann,Efrain Escudero,Men's,Lightweight,2011,31.0,25.0,Southpaw,Orthodox,155.0,155.0,180.34,177.8,4.0,3.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,2.0,Red
3353,Manvel Gamburyan,Diego Nunes,Men's,Featherweight,2011,30.0,29.0,Orthodox,Orthodox,135.0,145.0,170.18,170.18,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,Blue
3354,Jon Jones,Lyoto Machida,Men's,Light Heavyweight,2011,24.0,33.0,Orthodox,Southpaw,205.0,185.0,213.36,187.96,8.0,9.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,8.0,Red
3355,Frank Mir,Minotauro Nogueira,Men's,Heavyweight,2011,32.0,35.0,Southpaw,Orthodox,264.0,240.0,200.66,195.58,13.0,4.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,2.0,Red
3356,Tito Ortiz,Rogerio Nogueira,Men's,Light Heavyweight,2011,36.0,35.0,Orthodox,Southpaw,205.0,205.0,187.96,190.5,15.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,2.0,Blue
3357,Claude Patrick,Brian Ebersole,Men's,Welterweight,2011,31.0,31.0,Orthodox,Southpaw,170.0,170.0,190.5,185.42,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,Blue
3358,Mark Hominick,Chan Sung Jung,Men's,Featherweight,2011,29.0,24.0,Orthodox,Orthodox,145.0,145.0,172.72,182.88,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,Blue
3359,Krzysztof Soszynski,Igor Pokrajac,Men's,Light Heavyweight,2011,34.0,32.0,Open Stance,Orthodox,205.0,205.0,195.58,193.04,6.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,Blue
3360,Jared Hamman,Costas Philippou,Men's,Middleweight,2011,29.0,32.0,Orthodox,Orthodox,185.0,185.0,190.5,185.42,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Blue
3361,John Makdessi,Dennis Hallman,Men's,Lightweight,2011,26.0,36.0,Orthodox,Orthodox,155.0,155.0,172.72,182.88,2.0,3.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,Blue
3362,Walel Watson,Yves Jabouin,Men's,Bantamweight,2011,27.0,32.0,Orthodox,Orthodox,135.0,135.0,175.26,172.72,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Blue
3363,Mark Bocek,Nik Lentz,Men's,Lightweight,2011,30.0,27.0,Orthodox,Orthodox,155.0,155.0,190.5,172.72,5.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,Red
3364,Rich Attonito,Jake Hecht,Men's,Welterweight,2011,34.0,27.0,Orthodox,Orthodox,170.0,170.0,182.88,193.04,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,Blue
3365,Mitch Clarke,John Cholish,Men's,Lightweight,2011,26.0,27.0,Orthodox,Orthodox,155.0,155.0,185.42,182.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue
3366,Michael Bisping,Jason Miller,Men's,Middleweight,2011,32.0,30.0,Orthodox,Orthodox,185.0,185.0,190.5,182.88,11.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,Red
3367,Diego Brandao,Dennis Bermudez,Men's,Featherweight,2011,24.0,24.0,Orthodox,Orthodox,145.0,155.0,172.72,167.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red
3368,TJ Dillashaw,John Dodson,Men's,Bantamweight,2011,25.0,27.0,Orthodox,Orthodox,125.0,135.0,170.18,167.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue
3369,Tony Ferguson,Yves Edwards,Men's,Lightweight,2011,27.0,35.0,Orthodox,Southpaw,155.0,155.0,193.04,185.42,2.0,9.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,6.0,Red
